,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Label,Score
22,15678284,651,France,Male,35,7,74623.5,3,1,0,129451.29,1,1,0.7853
23,15748597,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1,0,0.5502
24,15718789,604,France,Male,30,5,0.0,2,1,0,75786.55,0,0,0.9602
25,15733229,638,Spain,Female,34,7,0.0,2,0,0,3946.29,0,0,0.9498
26,15641175,701,Germany,Male,63,3,120916.52,3,0,0,144727.45,1,1,0.9814
27,15696637,571,France,Female,23,10,151097.28,1,0,1,17163.75,0,0,0.8096
28,15793070,494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1,0,0.8058
29,15689953,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0,1,0.543
30,15581811,678,Germany,Female,30,1,139676.95,2,0,1,16146.0,0,0,0.8627
31,15685576,527,Spain,Female,36,6,0.0,2,1,1,102280.29,0,0,0.9368
32,15687752,641,France,Male,30,2,87505.47,2,0,1,7278.57,0,0,0.9721
33,15723873,657,Spain,Male,31,3,125167.02,1,0,0,98820.39,0,0,0.7854
34,15567147,802,Spain,Male,40,4,0.0,2,1,1,81908.09,0,0,0.9608
35,15664681,584,France,Female,35,2,114321.28,2,0,0,15959.01,0,0,0.8653
36,15619616,571,France,Female,33,9,102017.25,2,0,0,128600.49,0,0,0.8718
37,15777217,641,Spain,Male,25,10,0.0,2,1,1,180808.39,0,0,0.9786
38,15597394,668,Spain,Male,34,0,0.0,1,0,0,99984.86,0,0,0.6764
39,15744979,666,France,Female,36,8,0.0,1,0,1,158666.99,0,0,0.6983
40,15799825,583,France,Female,44,8,0.0,2,1,1,27431.62,0,0,0.8391
41,15795963,687,France,Male,34,7,129895.19,1,0,1,28698.17,0,0,0.8422
42,15632125,606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0,1,0.5232
43,15659234,494,France,Male,30,3,85704.95,1,0,1,27886.06,0,0,0.8854
44,15588933,825,France,Female,36,3,146053.66,1,1,1,138344.7,0,0,0.7603
45,15698031,587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0,0,0.7875
46,15674932,757,Spain,Female,44,9,0.0,2,1,0,177528.92,0,0,0.7204
47,15722322,655,Spain,Female,78,2,0.0,2,0,1,188435.38,0,0,0.951
48,15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,0,0,0.7386
49,15639278,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1,0,0.8499
50,15637979,664,Germany,Female,36,2,127160.78,2,1,0,78140.75,0,0,0.7403
51,15569222,781,France,Male,32,6,147107.91,1,1,1,40066.95,0,0,0.8783
52,15684147,678,France,Male,43,5,102338.19,1,1,1,79649.62,0,0,0.6498
53,15579559,544,Spain,Male,30,8,145241.63,1,1,1,80676.83,0,0,0.8723
54,15742126,712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0,0,0.8712
55,15589739,698,France,Male,41,3,90605.29,1,1,1,14357.0,0,0,0.7578
56,15748552,464,Germany,Male,37,4,155994.15,1,0,0,143665.44,0,0,0.5135
57,15683560,642,France,Female,40,7,0.0,2,1,0,183963.34,0,0,0.875
58,15654891,811,France,Male,30,6,0.0,2,1,1,180591.32,0,0,0.9766
59,15732610,745,France,Female,28,6,0.0,2,1,0,154389.18,0,0,0.9125
60,15575581,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0,0,0.8005
61,15576745,769,France,Male,48,2,96542.16,2,0,1,197885.72,0,0,0.8489
62,15573520,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0,0,0.6856
63,15784736,562,France,Male,45,6,136855.24,1,1,0,46864.0,0,1,0.6977
64,15582033,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1,1,0.8137
65,15604295,543,France,Male,36,6,0.0,2,1,0,176728.28,0,0,0.946
66,15593959,524,France,Male,28,1,93577.3,1,1,1,51670.82,0,0,0.8831
67,15620836,816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0,0,0.7638
68,15790379,629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0,0,0.7134
69,15574947,656,France,Male,36,8,97786.08,2,0,1,21478.36,0,0,0.9467
70,15604544,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0,0,0.9072
71,15770345,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,0,0.7845
72,15808526,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1,1,0.7284
73,15668104,479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0,0,0.8234
74,15586970,695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0,1,0.6818
75,15761713,678,France,Female,43,7,178074.33,1,0,0,110405.9,0,1,0.6739
76,15569423,731,Spain,Male,41,4,0.0,2,1,0,22299.27,0,0,0.926
77,15688637,592,France,Female,27,4,0.0,2,1,1,183569.25,0,0,0.9472
78,15614813,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0,1,0.8805
79,15718281,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1,0,0.9261
80,15763613,581,France,Male,30,1,0.0,2,1,0,199464.08,0,0,0.9713
81,15767757,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0,0,0.8412
82,15667424,682,Germany,Female,43,7,111094.05,2,1,1,64679.3,0,0,0.678
83,15763097,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0,0,0.9719
84,15633461,639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0,0,0.5277
85,15600478,752,France,Male,39,3,0.0,1,1,0,188187.05,0,0,0.5601
86,15589449,815,France,Female,56,3,0.0,3,1,1,94248.16,1,1,0.8821
87,15631162,631,France,Male,32,10,0.0,2,0,1,196342.66,0,0,0.9757
88,15768340,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0,0,0.647
89,15615020,595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0,0,0.832
90,15641604,850,France,Female,55,10,98488.08,1,1,0,155879.57,1,1,0.9179
91,15742886,642,France,Male,26,1,138023.79,2,0,1,117060.2,0,0,0.9673
92,15743709,683,France,Male,30,4,66190.33,1,1,1,115186.97,0,0,0.8714
93,15599131,650,Germany,Male,26,4,214346.96,2,1,0,128815.33,0,0,0.9357
94,15630419,634,France,Male,44,9,149961.11,1,1,0,57121.51,0,1,0.6638
95,15682576,763,France,Male,67,1,149436.73,2,0,1,106282.74,0,0,0.9603
96,15790659,701,Spain,Male,59,7,0.0,2,0,1,27597.59,0,0,0.8976
97,15646168,834,Spain,Male,33,5,0.0,2,1,0,66285.18,0,0,0.9562
98,15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0,0.907
99,15722083,591,Spain,Male,39,8,0.0,2,0,0,42392.24,0,0,0.9438
100,15742028,602,France,Female,35,5,0.0,2,1,0,31050.02,0,0,0.8997
101,15805884,637,France,Female,41,9,0.0,2,1,0,145477.36,0,0,0.8408
102,15731543,679,Spain,Male,58,9,109327.65,1,1,1,3829.13,0,0,0.6793
103,15795571,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0,0,0.8303
104,15668669,423,France,Female,36,5,97665.61,1,1,0,118372.55,1,0,0.596
105,15740147,725,France,Female,44,10,0.0,1,0,1,93777.61,0,1,0.5515
106,15626985,850,France,Female,39,0,104386.53,1,1,0,105886.77,0,1,0.5162
107,15581539,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,0,0.9545
108,15773512,627,Spain,Female,25,4,0.0,1,1,1,194313.93,0,0,0.7835
109,15579714,542,France,Female,29,7,0.0,2,0,1,196651.72,0,0,0.955
110,15742511,514,France,Male,35,3,121030.9,1,1,0,10008.68,0,0,0.8007
111,15754113,588,France,Female,35,0,0.0,2,1,1,155485.24,0,0,0.929
112,15595440,508,France,Male,49,7,122451.46,2,1,1,75808.1,0,0,0.8208
113,15625904,624,France,Male,26,9,74681.9,2,0,0,31231.35,0,0,0.9567
114,15616525,720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0,0,0.7916
115,15764916,616,Germany,Female,43,7,95984.21,1,0,1,115262.54,1,1,0.5716
116,15784323,449,France,Female,21,7,0.0,2,0,0,175743.92,0,0,0.9325
117,15712121,657,Spain,Male,34,5,154983.98,1,1,0,27738.01,0,0,0.7267
118,15698716,620,France,Female,70,3,87926.24,2,1,0,33350.26,1,0,0.5917
119,15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,0,0,0.8933
120,15695679,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0,0,0.6275
121,15807989,681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0,0,0.9206
122,15697625,791,France,Male,37,2,163789.49,2,1,0,75832.53,0,0,0.9311
123,15631927,574,Spain,Female,28,7,0.0,2,0,0,185660.3,0,0,0.9323
124,15754177,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0,1,0.5474
125,15815428,823,France,Male,34,3,105057.33,1,1,0,9217.92,0,0,0.8286
126,15644765,689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0,0,0.7587
127,15766686,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0,1,0.7451
128,15714080,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0,0,0.7258
129,15693947,614,France,Female,19,5,97445.49,2,1,0,122823.34,0,0,0.8772
130,15580912,748,France,Male,32,5,154737.88,2,1,1,172638.13,0,0,0.9609
131,15717065,686,France,Female,35,8,105419.73,1,1,0,35356.46,0,0,0.5937
132,15727391,688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0,0,0.8841
133,15810864,700,France,Female,82,2,0.0,2,0,1,182055.36,0,0,0.9489
134,15583850,672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0,0,0.9213
135,15737556,590,France,Male,43,7,81076.8,2,1,1,182627.25,1,0,0.8949
136,15665524,605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0,0,0.5636
137,15587596,628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0,1,0.5347
138,15629739,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0,0,0.6283
139,15654238,673,France,Female,40,5,137494.28,1,1,0,81753.92,0,1,0.5802
140,15806901,584,France,Female,39,2,112687.69,1,1,1,127749.61,0,0,0.6479
141,15701741,711,France,Female,39,3,152462.79,1,1,0,90305.97,0,1,0.5375
142,15796764,684,Germany,Female,56,3,127585.98,3,1,1,80593.49,1,1,0.943
143,15569209,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0,0,0.7743
144,15614923,630,Spain,Male,41,7,107511.52,1,0,1,46156.87,0,0,0.752
145,15703292,573,France,Male,26,8,86270.93,2,1,1,90177.3,0,0,0.9681
146,15692235,750,France,Female,38,1,0.0,2,1,0,47764.99,0,0,0.8932
147,15691823,672,France,Male,37,5,153195.59,1,1,1,162763.01,0,0,0.8285
148,15648794,836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1,1,0.8641
149,15592089,788,France,Female,43,10,0.0,2,1,1,116111.51,0,0,0.8637
150,15708063,712,France,Male,36,2,100749.5,3,0,0,70758.37,1,1,0.782
151,15602030,717,France,Male,28,4,128206.79,1,1,1,54272.12,0,0,0.8824
152,15611371,736,France,Male,43,4,176134.54,1,1,1,52856.88,0,0,0.6626
153,15806134,707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0,0,0.9026
154,15685829,551,France,Male,37,3,0.0,2,1,1,50578.4,0,0,0.9608
155,15761374,706,France,Male,54,9,117444.51,1,1,1,186238.85,0,0,0.5653
156,15795878,636,Spain,Male,45,3,0.0,2,1,1,159463.8,0,0,0.9064
157,15663808,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,0,0.7189
158,15697100,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1,1,0.9087
159,15801904,677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1,0,0.9018
160,15711130,734,France,Male,45,2,0.0,2,1,0,99593.28,0,0,0.7923
161,15576352,586,Spain,Female,57,3,0.0,2,0,1,6057.81,0,0,0.8501
162,15768104,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0,0,0.7268
163,15676715,640,France,Male,68,9,0.0,2,1,1,199493.38,0,0,0.9742
164,15768465,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0,0,0.8781
165,15580956,683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1,1,0.6728
166,15672467,766,France,Female,52,7,92510.9,2,0,1,66193.61,0,0,0.6804
167,15724890,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0,0,0.9338
168,15690695,683,France,Female,33,9,0.0,2,1,1,38784.42,0,0,0.934
169,15668058,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0,1,0.5623
170,15620398,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0,0,0.8627
171,15569438,607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0,0,0.8738
172,15575002,676,France,Male,29,4,140720.93,1,1,0,36221.18,0,0,0.7825
173,15652169,642,France,Male,35,2,133161.95,1,0,1,122254.86,0,0,0.8271
174,15798053,707,Spain,Male,32,9,0.0,2,1,0,126475.79,0,0,0.957
175,15775082,749,France,Male,42,1,129776.72,2,0,1,143538.51,0,0,0.9211
176,15727489,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0,1,0.7803
177,15694272,673,France,Male,30,1,64097.75,1,1,1,77783.35,0,0,0.8742
178,15600991,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1,0,0.9124
179,15658067,636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1,1,0.9031
180,15570859,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0,0,0.9141
181,15694601,583,France,Female,31,4,158978.79,1,1,0,12538.92,0,0,0.6552
182,15766896,750,France,Male,37,3,0.0,2,1,0,16870.2,0,0,0.9466
183,15766017,615,Germany,Male,58,3,72309.3,1,1,1,85687.09,1,1,0.5585
184,15781586,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,0,0.5568
185,15686941,575,Spain,Female,26,7,0.0,2,1,0,112507.63,0,0,0.9166
186,15731246,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0,0,0.9267
187,15646756,682,France,Female,33,8,74963.5,1,1,1,32770.56,0,0,0.7648
188,15634772,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,1,0.5228
189,15748649,644,France,Male,40,8,93183.19,1,1,0,73882.49,0,0,0.524
190,15810878,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0,0,0.756
191,15714380,827,France,Male,38,5,0.0,2,0,0,103305.01,0,0,0.9519
192,15634606,634,Spain,Male,52,1,0.0,2,1,1,176913.42,0,0,0.8769
193,15645937,790,Spain,Male,32,3,0.0,1,1,0,91044.47,0,0,0.715
194,15683363,540,Spain,Male,39,1,0.0,1,0,1,108419.41,0,0,0.6943
195,15756118,661,Spain,Male,20,8,0.0,1,1,0,110252.53,0,0,0.7563
196,15766734,430,France,Male,31,5,0.0,1,1,0,95655.16,0,0,0.7315
197,15739357,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0,0,0.8579
198,15568240,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,0,0.9201
199,15567328,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0,0,0.8338
200,15600280,703,France,Female,32,6,0.0,2,0,0,33606.52,0,0,0.9255
201,15711602,676,France,Female,36,3,91711.59,1,1,1,95393.43,0,0,0.7427
202,15812594,791,France,Male,34,7,0.0,2,1,0,96734.46,0,0,0.953
203,15759480,644,France,Female,40,10,139180.97,1,1,1,19959.67,0,0,0.6379
204,15660871,665,France,Male,28,8,137300.23,1,1,0,90174.83,0,0,0.7822
205,15597909,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0,1,0.5473
206,15614893,689,Spain,Male,38,2,0.0,1,1,1,82709.8,0,0,0.7704
207,15758023,544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1,1,0.8841
208,15699507,542,France,Female,25,7,0.0,2,0,1,82393.08,0,0,0.9487
209,15607040,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0,0,0.8498
210,15748595,689,France,Female,29,1,77556.79,2,1,1,122998.26,0,0,0.9085
211,15580043,575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0,0,0.7863
212,15606836,782,France,Female,33,2,94493.03,1,0,1,101866.39,0,0,0.7738
213,15701281,511,France,Male,27,8,0.0,2,1,1,49089.36,0,0,0.9743
214,15670427,662,Spain,Male,37,4,155187.3,1,1,0,48930.8,0,0,0.69
215,15798666,814,France,Female,36,6,0.0,2,1,1,98657.01,0,0,0.9303
216,15793135,713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0,0,0.7028
217,15641411,756,France,Female,23,1,112568.31,1,1,1,113408.11,0,0,0.7997
218,15792473,598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1,1,0.9211
219,15704315,556,France,Male,34,8,163757.06,1,1,1,104000.06,0,0,0.8408
220,15588923,591,France,Female,33,4,113743.37,1,1,0,124625.08,0,0,0.6038
221,15575498,705,France,Female,39,5,149379.66,2,1,0,96075.55,0,0,0.8124
222,15572145,767,France,Female,34,8,0.0,2,1,0,94767.77,0,0,0.9014
223,15745201,612,France,Female,43,4,139496.35,2,1,1,77128.23,0,0,0.7962
224,15605622,841,Spain,Male,28,4,0.0,2,1,1,179436.6,0,0,0.9766
225,15773322,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0,1,0.8519
226,15773447,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0,0,0.707
227,15623450,637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0,0,0.6196
228,15741693,693,France,Male,40,4,130661.96,1,1,1,101918.96,0,0,0.7305
229,15658956,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0,0,0.9049
230,15782641,710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0,0,0.6688
231,15808228,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,1,0.5165
232,15610226,614,France,Female,27,9,106414.57,2,0,0,77500.81,0,0,0.8817
233,15812616,707,France,Female,49,10,0.0,1,1,0,82967.97,1,1,0.8758
234,15642709,474,France,Female,30,9,0.0,2,0,0,63158.22,0,0,0.9282
235,15655410,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1,1,0.8842
236,15794895,581,Spain,Male,34,1,0.0,2,0,1,81175.25,0,0,0.9671
237,15694192,598,Spain,Female,38,6,0.0,2,0,0,173783.38,0,0,0.9166
238,15680772,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0,0.9357
239,15795132,735,France,Female,25,3,91718.8,1,0,0,28411.23,0,0,0.698
240,15605673,716,Spain,Female,29,8,0.0,2,0,0,78616.92,0,0,0.9212
241,15746674,730,France,Female,47,7,0.0,1,1,0,33373.26,1,1,0.8628
242,15764419,730,France,Male,27,5,0.0,2,1,1,116081.93,0,0,0.9738
243,15734649,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1,1,0.9346
244,15713912,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0,0,0.5209
245,15734987,658,France,Female,43,7,140260.36,2,1,0,2748.72,0,0,0.7421
246,15582259,567,France,Female,37,7,0.0,2,1,1,28690.9,0,0,0.9278
247,15669611,632,France,Male,71,3,83116.68,1,1,1,27597.76,0,0,0.8655
248,15797329,626,France,Male,43,4,137638.69,1,1,0,130442.08,1,1,0.6283
249,15659567,473,France,Female,39,9,117103.26,2,1,1,85937.52,1,0,0.8789
250,15626414,703,France,Male,44,6,98862.54,1,1,0,151516.7,0,1,0.6477
251,15721462,622,Spain,Female,58,2,0.0,2,1,1,33277.31,0,0,0.8139
252,15591969,497,Spain,Male,27,9,75263.16,1,1,1,164825.04,0,0,0.876
253,15600821,721,France,Male,69,2,108424.19,1,1,1,178418.35,0,0,0.8764
254,15654489,843,France,Female,38,8,134887.53,1,1,1,10804.04,0,0,0.8088
255,15619889,556,France,Male,26,4,0.0,1,1,0,195167.38,0,0,0.8126
256,15607312,648,Spain,Female,49,10,0.0,2,1,1,159835.78,1,0,0.7969
257,15643824,637,France,Male,33,0,132255.99,2,0,1,74588.41,0,0,0.9475
258,15749472,775,France,Male,45,8,0.0,1,1,0,130376.68,0,1,0.7582
259,15646082,676,France,Female,34,8,82909.14,1,1,0,91817.38,1,0,0.6078
260,15780628,633,France,Female,30,6,0.0,2,0,0,41642.29,0,0,0.9255
261,15624755,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0,1,0.7316
262,15697201,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0,1,0.5711
263,15789425,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1,0,0.8044
264,15755521,660,France,Female,48,0,90044.32,2,0,1,187604.97,1,0,0.718
265,15598846,700,France,Female,44,2,58781.76,1,1,0,16874.92,0,1,0.7954
266,15756277,850,Germany,Female,43,8,92244.83,2,1,0,54949.73,0,0,0.6309
267,15589948,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,0,0.9592
268,15756472,804,France,Male,25,7,108396.67,1,1,0,128276.95,0,0,0.8304
269,15592877,641,Spain,Male,42,9,132657.55,1,1,0,35367.19,0,1,0.5283
270,15632280,544,Spain,Female,53,9,0.0,1,1,0,125692.07,1,1,0.9336
271,15724223,545,France,Female,55,5,0.0,1,0,0,10034.77,1,1,0.8852
272,15726087,592,France,Female,62,5,0.0,1,1,1,100941.57,0,1,0.6103
273,15651001,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,1,0.7498
274,15720968,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0,0,0.8862
275,15804072,701,Spain,Female,42,5,0.0,2,0,0,24210.56,0,0,0.8526
276,15582168,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0,1,0.7424
277,15794276,588,France,Female,64,3,0.0,1,1,1,189703.65,0,0,0.6466
278,15692416,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,1,0.9774
279,15814846,691,France,Male,52,3,0.0,1,1,0,175843.68,1,1,0.873
280,15636626,718,France,Male,35,3,97560.16,1,1,1,53511.74,0,0,0.8436
281,15584899,617,France,Female,35,5,0.0,2,0,1,13066.3,0,0,0.9381
282,15755405,710,France,Male,43,9,128284.45,1,1,0,32996.89,1,1,0.6213
283,15713769,617,Spain,Male,38,7,0.0,1,1,1,27239.28,0,0,0.7646
284,15600399,598,France,Male,60,4,0.0,1,1,0,197727.14,1,1,0.8914
285,15627630,599,France,Female,41,1,0.0,2,1,0,96069.82,0,0,0.8444
286,15714750,690,France,Female,42,3,92578.14,2,0,0,70810.6,0,0,0.7468
287,15610446,714,France,Female,51,4,88308.87,3,0,0,5862.53,1,1,0.9605
288,15791769,691,France,Female,29,9,116536.43,1,1,0,51987.99,0,0,0.6342
289,15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,1,0.6393
290,15766787,707,France,Female,35,9,0.0,2,1,1,70403.65,0,0,0.9315
291,15607748,498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0,0,0.8661
292,15791111,635,France,Female,47,2,125724.95,2,1,0,63236.97,0,1,0.5703
293,15706071,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1,1,0.5827
294,15714431,561,France,Male,37,1,100443.36,2,0,1,101693.73,0,0,0.9451
295,15596455,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1,1,0.7316
296,15755242,682,France,Female,46,2,0.0,1,1,1,114442.66,0,1,0.5967
297,15588986,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,0,0.7564
298,15694039,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0,1,0.5501
299,15674929,512,France,Female,31,7,0.0,2,0,0,49326.07,0,0,0.9296
300,15707219,844,France,Female,28,4,0.0,2,0,1,123318.37,0,0,0.9462
301,15697948,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0,0,0.9357
302,15706464,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0,0,0.9383
303,15571121,670,France,Female,50,8,138340.06,1,0,1,3159.15,0,0,0.5234
304,15598044,715,France,Female,35,3,0.0,1,1,1,152012.36,0,0,0.6925
305,15690898,696,France,Male,44,8,161889.79,1,0,0,75562.47,0,1,0.6224
306,15619537,550,France,Male,31,5,142200.19,2,1,1,122221.71,0,0,0.9605
307,15590241,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,0,0.6531
308,15647333,621,France,Male,27,4,137003.68,1,1,0,21254.06,0,0,0.7825
309,15726354,688,France,Female,32,6,123157.95,1,1,0,172531.23,0,0,0.6462
310,15705521,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,1,0.6057
311,15765806,492,France,Male,29,1,144591.96,1,1,1,196293.76,0,0,0.9007
312,15576124,582,France,Male,41,1,40488.76,1,1,0,128528.83,0,1,0.624
313,15728669,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,1,0.5399
314,15597385,573,Spain,Male,41,5,0.0,2,0,1,14479.29,0,0,0.9548
315,15789379,762,France,Male,26,6,130428.78,1,1,0,173365.89,0,0,0.8347
316,15715527,543,Spain,Female,41,4,0.0,1,0,0,194902.16,0,1,0.5108
317,15592645,704,Spain,Male,37,4,0.0,2,0,0,25684.93,0,0,0.9557
318,15624866,658,Germany,Male,37,3,168735.74,2,0,0,70370.24,0,0,0.8875
319,15594720,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,0,0.8551
320,15718667,621,France,Male,35,7,87619.29,1,1,0,143.34,0,0,0.8066
321,15632850,731,France,Male,37,8,0.0,2,1,1,170338.35,0,0,0.9657
322,15577359,767,Spain,Male,47,5,0.0,1,1,0,121964.46,1,1,0.7858
323,15623220,723,Spain,Female,45,4,0.0,2,1,0,37214.39,0,0,0.6721
324,15585768,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,0,0.9007
